State,County,City,Neighborhood,Link,Similar Google Neighborhood,Google Place ID
CA,Santa Clara,San Jose,Creekland,https://nextdoor.com/neighborhood/4creekland--san-jose--ca/,Creekland,ChIJ-1vS5lnMj4ARyLrCJLj4CE0
CA,Santa Clara,San Jose,Creekside,https://nextdoor.com/neighborhood/8creeksidesanjose1--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Crescent Village,https://nextdoor.com/neighborhood/crescentvillage1--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Crossgate,https://nextdoor.com/neighborhood/10crossgate--san-jose--ca/,Crossgate,ChIJdZvs6BQxjoAR2qdoJf4Suf8
CA,Santa Clara,San Jose,Croydon,https://nextdoor.com/neighborhood/10croydonsanjose--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Cureton,https://nextdoor.com/neighborhood/5cureton--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Dartmouth,https://nextdoor.com/neighborhood/9dartmouth--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Delmas Park,https://nextdoor.com/neighborhood/3delmaspark--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Del Robles,https://nextdoor.com/neighborhood/10delrobles--san-jose--ca/,Del Robles,ChIJVTbJl4sxjoARbj0cX11Qz6g
CA,Santa Clara,San Jose,Dentwood,https://nextdoor.com/neighborhood/9dentwood--san-jose--ca/,None,None
CA,Santa Clara,San Jose,De Voss,https://nextdoor.com/neighborhood/9devoss--san-jose--ca/,De Voss - Leigh,ChIJX_6j2hc0joARlLyqZpMsEBE
CA,Santa Clara,San Jose,Dilworth,https://nextdoor.com/neighborhood/1dilworth--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Doerr,https://nextdoor.com/neighborhood/9doerr--san-jose--ca/,Doerr - Steindorf,ChIJ6d0SGmM0joAR2PWLtgYpHNU
CA,Santa Clara,San Jose,Dorsa,https://nextdoor.com/neighborhood/5dorsa--san-jose--ca/,Dorsa - Miller,ChIJ08yP7jTNj4ARInHWkXp0v4M
CA,Santa Clara,San Jose,Downing - Whitethorne,https://nextdoor.com/neighborhood/6downingwhitethorne--san-jose--ca/,Downing - Whitethorne,ChIJycw-jNI0joARaCz_35kB8nQ
CA,Santa Clara,San Jose,Downtown,https://nextdoor.com/neighborhood/downtownsanjoseca--san-jose--ca/,Downtown San Jose,ChIJSTA8-KPMj4ARkCT6wrsb8TM
CA,Santa Clara,San Jose,Dry Creek,https://nextdoor.com/neighborhood/9drycreekca--san-jose--ca/,None,None
CA,Santa Clara,San Jose,East Ct West Ct,https://nextdoor.com/neighborhood/3eastctwestct--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Easterbrook,https://nextdoor.com/neighborhood/1easterbrook--san-jose--ca/,None,None
CA,Santa Clara,San Jose,East Foothills,https://nextdoor.com/neighborhood/5eastfoothillsca--san-jose--ca/,East Foothills,ChIJiefMU5vNj4ARwn2uUbFtuyw
CA,Santa Clara,San Jose,EDD America’s Job Center,https://nextdoor.com/neighborhood/eddamericasjobcenter--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Eden,https://nextdoor.com/neighborhood/1eden--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Edge,https://nextdoor.com/neighborhood/8edge--san-jose--ca/,Edge,ChIJ55b3Mr0yjoARIDKj1OWIRrM
CA,Santa Clara,San Jose,Ellis-Louise,https://nextdoor.com/neighborhood/6ellis-louise--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Ellmar Oaks,https://nextdoor.com/neighborhood/ellmaroaks--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Erikson,https://nextdoor.com/neighborhood/erikson--san-jose--ca/,Erikson,ChIJTXrKbsUzjoARtEd7Qlr3FDM
CA,Santa Clara,San Jose,Estates,https://nextdoor.com/neighborhood/8estates--san-jose--ca/,Estates,ChIJba7vRMstjoARzC1lyaRwuxA
CA,Santa Clara,San Jose,Evans,https://nextdoor.com/neighborhood/6evans--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Everdale/Neimen,https://nextdoor.com/neighborhood/8everdaleneimen--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Evergreen,https://nextdoor.com/neighborhood/8evergreenfriends--san-jose--ca/,Evergreen,ChIJVVJrQKEtjoARSH9Toaedz14
CA,Santa Clara,San Jose,Fairglen Eichlers,https://nextdoor.com/neighborhood/9fairgleneichlers--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Farm Drive,https://nextdoor.com/neighborhood/6farmdrive--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Ferrari/Pinoche,https://nextdoor.com/neighborhood/7ferraripinoche--san-jose--ca/,Ferrari Pinoche,ChIJB1izZSvNj4ARjiGHNdqgnjc
CA,Santa Clara,San Jose,Flickinger North,https://nextdoor.com/neighborhood/4flickingernorth--san-jose--ca/,Flickinger North,ChIJ8zcJlTzMj4ARMmAVkxeX32A
CA,Santa Clara,San Jose,Forest - Pruneridge,https://nextdoor.com/neighborhood/forestpruneridgeca--san-jose--ca/,Forest - Pruneridge,ChIJU-B7v-TKj4ARKGmN5RUggQE
CA,Santa Clara,San Jose,Fowler Creek,https://nextdoor.com/neighborhood/8fowler--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Frontier Village,https://nextdoor.com/neighborhood/frontiervillage--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Garden/Villa Monterey,https://nextdoor.com/neighborhood/7gardenvillamonterey--san-jose--ca/,Gardens - Villa Montery,ChIJ9a9dA_gyjoAR9Eqob1qEKfU
CA,Santa Clara,San Jose,Gateway East,https://nextdoor.com/neighborhood/5gatewayeast--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Gilchrist,https://nextdoor.com/neighborhood/gilchristsj--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Glenview Serenity,https://nextdoor.com/neighborhood/10glenviewserenity--san-jose--ca/,Glenview Serenity,ChIJTdNAC1UwjoARCAoFDTv07dw
CA,Santa Clara,San Jose,Good Sam,https://nextdoor.com/neighborhood/goodsam--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Goodyear/Alma,https://nextdoor.com/neighborhood/3goodyearalma--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Gordy,https://nextdoor.com/neighborhood/4gordy--san-jose--ca/,Gordy,ChIJ63-2LRTMj4ARSPNH2dJaXoM
CA,Santa Clara,San Jose,Graystone,https://nextdoor.com/neighborhood/10graystone--san-jose--ca/,Graystone,ChIJRRFnWE8wjoAR_opDZ3ZU4lg
CA,Santa Clara,San Jose,Greater Rose Garden,https://nextdoor.com/neighborhood/6rosegarden--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Great Oaks,https://nextdoor.com/neighborhood/2greatoaks--san-jose--ca/,Great Oaks,ChIJmeI7xP4tjoARwiv0YqzshgY
CA,Santa Clara,San Jose,Greylands,https://nextdoor.com/neighborhood/6greylands--san-jose--ca/,Greylands,ChIJFaw2SsY0joARmA5fydxQIYk
CA,Santa Clara,San Jose,Groesbeck Hill Park,https://nextdoor.com/neighborhood/8grosbeckhillpark--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Guadalupe River Trail,https://nextdoor.com/neighborhood/guadaluperivertrail--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Hammer,https://nextdoor.com/neighborhood/9hammer--san-jose--ca/,Hammer,ChIJx6Wuiu4zjoARqk5qXT55jwU
CA,Santa Clara,San Jose,Hampton Park,https://nextdoor.com/neighborhood/hamptonpark2--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Hathaway,https://nextdoor.com/neighborhood/1hathaway--san-jose--ca/,Hathaway,ChIJM1UL2a3Kj4ARPDGCgD5Ux6U
CA,Santa Clara,San Jose,Hayes,https://nextdoor.com/neighborhood/2hayes--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Hellyer-Christopher,https://nextdoor.com/neighborhood/hellyerchristopher--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Hensley,https://nextdoor.com/neighborhood/3hensley--san-jose--ca/,Hensley,ChIJoVLYtZvMj4ARyBVcfv05NSo
CA,Santa Clara,San Jose,Heritage,https://nextdoor.com/neighborhood/8heritagesanjose--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Hermitage,https://nextdoor.com/neighborhood/4hermitage--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Hidden Glen,https://nextdoor.com/neighborhood/8hiddenglen--san-jose--ca/,Hidden Glen North,ChIJqU5voV4tjoARJJ73RIizeNU
CA,Santa Clara,San Jose,Hillsdale,https://nextdoor.com/neighborhood/7hillsdale--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Hilltop Manor,https://nextdoor.com/neighborhood/hilltopmanorsj--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Hillview,https://nextdoor.com/neighborhood/10hillviewsanjose--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Hoffman Via Monte,https://nextdoor.com/neighborhood/10hoffmanviamonte--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Holland,https://nextdoor.com/neighborhood/10holland--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Holly Oaks,https://nextdoor.com/neighborhood/8hollyoakssanjose--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Horace Mann,https://nextdoor.com/neighborhood/3horacemann--san-jose--ca/,Horace Mann,ChIJDagNaJbMj4ARNLIdKtkk5ec
CA,Santa Clara,San Jose,Houge Park,https://nextdoor.com/neighborhood/9hougepark--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Hyde Park,https://nextdoor.com/neighborhood/3hydeparksanjose--san-jose--ca/,Hyde Park,ChIJGXa7gH_Mj4ARGs-n9BP2j5c
CA,Santa Clara,San Jose,James Lick,https://nextdoor.com/neighborhood/5jameslick--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Japantown,https://nextdoor.com/neighborhood/3japantownsanjose--san-jose--ca/,Japantown,ChIJzcQR0IPMj4ARssG9NdP7_qU
CA,Santa Clara,San Jose,Jeffrey Fontana Park,https://nextdoor.com/neighborhood/10jeffreyfontanaparkarea--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Joseph George,https://nextdoor.com/neighborhood/5josephgeorge--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Julian - St. James,https://nextdoor.com/neighborhood/julianstjames--san-jose--ca/,Julian - St. James,ChIJ66dYOOvMj4ARTpB09zDLscQ
CA,Santa Clara,San Jose,Kennedy,https://nextdoor.com/neighborhood/7kennedy--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Kenwood,https://nextdoor.com/neighborhood/7kenwood--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Kettman/Pomeroy,https://nextdoor.com/neighborhood/8kettmanpomeroy--san-jose--ca/,Kettman - Pomeroy,ChIJ7-xDUJ0tjoARsg4jzojm_PA
CA,Santa Clara,San Jose,King Rd,https://nextdoor.com/neighborhood/kingrd--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Knights Bridge,https://nextdoor.com/neighborhood/4knightsbridge--san-jose--ca/,Knights Bridge,ChIJm1aYaoLOj4ARLr7xOCry2qs
CA,Santa Clara,San Jose,Kooser,https://nextdoor.com/neighborhood/9kooser--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Lakeside Commons,https://nextdoor.com/neighborhood/lakesidecommons--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Lakeview Terrace,https://nextdoor.com/neighborhood/lakeviewterrace--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Lamplighter,https://nextdoor.com/neighborhood/lamplighterca--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Las Palmas,https://nextdoor.com/neighborhood/laspalmassanjose--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Lattitude 37,https://nextdoor.com/neighborhood/lattitude37--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Lavender Terrace,https://nextdoor.com/neighborhood/lavenderterrace--san-jose--ca/,None,None
CA,Santa Clara,San Jose,LBRNA,https://nextdoor.com/neighborhood/9lbrna--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Leyva,https://nextdoor.com/neighborhood/8leyva--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Lion Villas,https://nextdoor.com/neighborhood/lionvillas--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Lochridge/Independence,https://nextdoor.com/neighborhood/lochridgeindependence--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Locke,https://nextdoor.com/neighborhood/7locke--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Lone Bluff,https://nextdoor.com/neighborhood/7lonebluff--san-jose--ca/,Lone Bluff,ChIJEQCBn_UyjoARJIZnc3RDxWo
CA,Santa Clara,San Jose,Lone Hill Highlands,https://nextdoor.com/neighborhood/9lonehillhighlands--san-jose--ca/,Lone Hill Highlands,ChIJq1lrpgU0joARilRY-LCdTro
CA,Santa Clara,San Jose,Los Alamitos,https://nextdoor.com/neighborhood/10losalamitos--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Los Arboles,https://nextdoor.com/neighborhood/7losarboles--san-jose--ca/,Los Arboles,ChIJT_I5a2gyjoARHIvAD1PV1c4
CA,Santa Clara,San Jose,Los Paseos,https://nextdoor.com/neighborhood/2lospaseos--san-jose--ca/,Los Paseos,ChIJ9af_mqcvjoAR-PRf2fbQhHs
CA,Santa Clara,San Jose,Lyndale,https://nextdoor.com/neighborhood/5lyndale--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Lynhaven,https://nextdoor.com/neighborhood/1lynhavenca--san-jose--ca/,Lynhaven,ChIJQ0nAMNvKj4AR1CeCxzO6KHI
CA,Santa Clara,San Jose,Makati,https://nextdoor.com/neighborhood/2makati--san-jose--ca/,Makati,ChIJ09GknR8ujoARwkKDwwtNRQY
CA,Santa Clara,San Jose,Markingdon,https://nextdoor.com/neighborhood/5markingdon--san-jose--ca/,Markingdon,ChIJRdq7xlDNj4ARclwMbAAmYWQ
CA,Santa Clara,San Jose,Maxine Ave,https://nextdoor.com/neighborhood/6maxineave--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Mayfair,https://nextdoor.com/neighborhood/5mayfair--san-jose--ca/,Mayfair,ChIJr3dBFyPNj4AR2vOvHEEqfKQ
CA,Santa Clara,San Jose,McCollam,https://nextdoor.com/neighborhood/5mccollam--san-jose--ca/,Fenton - McCollam,ChIJL2tmgZjNj4AR6M3kVl6ii1E
CA,Santa Clara,San Jose,McKay-Ringwood,https://nextdoor.com/neighborhood/4mckayringwood--san-jose--ca/,McKay - Ringwood,ChIJKxUsjAXMj4ARXsXDp-tHm48
CA,Santa Clara,San Jose,McKee/Jackson,https://nextdoor.com/neighborhood/5mckeejackson--san-jose--ca/,None,None
CA,Santa Clara,San Jose,McKinley - Bonita,https://nextdoor.com/neighborhood/3mckinleybonita--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Mc Kuen,https://nextdoor.com/neighborhood/10mckuen--san-jose--ca/,Mc Kuen,ChIJ1WPOsIMxjoAR5NPNFaE-4XI
CA,Santa Clara,San Jose,McKuen West,https://nextdoor.com/neighborhood/mckuenwest--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Meadow Fair,https://nextdoor.com/neighborhood/8meadowfair--san-jose--ca/,Meadow Fair,ChIJuabcoZkyjoAR7G0Y04m6U7o
CA,Santa Clara,San Jose,Meadowlands,https://nextdoor.com/neighborhood/8meadowlandsca--san-jose--ca/,Meadowlands,ChIJj1tyVpkujoAR6oO1EaO65kU
